imdb_id,original_title,primary_genre,budget,revenue,release_date,averageRating,numVotes
tt0261289,Serving Sara,Comedy,29000000.0,16930185.0,2002-08-20,5.3,19703
tt0281322,Undisputed,Action,20000000.0,12398628.0,2002-08-23,6.1,36804
tt0082186,Clash of the Titans,Adventure,15000000.0,41092328.0,1981-03-15,6.9,51189
tt0102059,Hot Shots!,Action,26000000.0,181096164.0,1991-07-31,6.7,124907
tt0109368,Camilla,Adventure,8500000.0,250993.0,1994-11-25,6.0,1078
tt0090966,Down and Out in Beverly Hills,Comedy,14000000.0,62134225.0,1986-01-31,6.3,21251
tt0049452,Love Me Tender,Drama,1000000.0,9000000.0,1956-11-15,6.2,5150
tt0083336,Wolfen,Drama,17000000.0,10626725.0,1981-07-24,6.3,12774
tt0295254,FearDotCom,Horror,40000000.0,18902015.0,2002-08-09,3.4,23874
tt0270480,Juana la loca,Drama,4800000.0,,2001-09-28,6.5,4340
tt0269095,City By The Sea,Crime,40000000.0,22433915.0,2002-09-06,6.1,27708
tt0283026,Swimfan,Drama,8500000.0,34411240.0,2002-09-06,5.1,22201
tt0068833,The Last House on the Left,Horror,90000.0,,1972-08-30,5.8,43439
tt0303714,Barbershop,Comedy,12000000.0,75781642.0,2002-04-01,6.4,35783
tt0293662,The Transporter,Action,21000000.0,43928932.0,2002-10-02,6.8,337814
tt0280760,Igby Goes Down,Comedy,9000000.0,4777465.0,2002-09-13,6.8,37294
tt0103924,Captain Ron,Action,24000000.0,22518097.0,1992-09-18,5.9,24520
tt0089274,The Hills Have Eyes Part II,Horror,700000.0,,1984-06-01,3.8,8145
tt0077681,The Hills Have Eyes,Horror,230000.0,25000000.0,1977-07-22,6.3,42622
tt0076704,Shock Waves,Horror,200000.0,,1977-07-15,5.4,7040
tt0100666,Spaced Invaders,Comedy,3000000.0,15369573.0,1990-04-27,5.3,4221
tt0308208,Ballistic: Ecks vs. Sever,Action,70000000.0,19924033.0,2002-09-20,3.7,21792
tt0280460,The Banger Sisters,Comedy,10000000.0,,2002-09-20,5.7,18005
tt0240510,The Four Feathers,War,35000000.0,29882645.0,2002-09-08,6.5,36591
tt0280380,Trapped,Action,30000000.0,6916869.0,2002-09-20,6.1,27066
tt0283832,8 femmes,Comedy,8000000.0,,2002-01-08,7.0,36100
tt0274812,Secretary,Comedy,4000000.0,9304609.0,2002-01-11,6.9,109344
tt0245429,千と千尋の神隠し,Fantasy,15000000.0,274925095.0,2001-07-20,8.6,963601
tt0256415,Sweet Home Alabama,Comedy,30000000.0,180622424.0,2002-09-26,6.2,134436
tt0285487,Crazy As Hell,Horror,1800000.0,,2002-10-23,5.9,1159
tt0179098,Moonlight Mile,Romance,21000000.0,10011050.0,2002-09-09,6.6,15215
tt0281364,Wasabi,Drama,15300000.0,,2001-10-31,6.6,45675
tt0289765,Red Dragon,Crime,78000000.0,209196298.0,2002-09-29,7.2,311218
tt0246677,Heaven,Drama,11000000.0,,2002-02-06,6.9,27177
tt0271259,Welcome to Collinwood,Comedy,1200000.0,,2002-05-24,6.3,16270
tt0064373,Gojira-Minira-Gabara: Oru kaijû daishingeki,Fantasy,150000.0,,1969-12-20,3.9,6310
tt0197521,"Godzilla, King of the Monsters!",Science Fiction,650000.0,,1956-04-27,6.3,9518
tt0095895,Powaqqatsi,Documentary,2500000.0,589244.0,1988-04-29,7.2,9371
tt0098575,Valmont,Drama,33000000.0,1132112.0,1989-11-17,7.0,15348
tt0051554,Horror of Dracula,Horror,226188.0,,1958-05-08,7.2,31109
tt0103977,Claire of the Moon,Drama,130000.0,799674.0,1992-09-18,5.1,1154
tt0297037,Brown Sugar,Comedy,8000000.0,27362712.0,2002-10-05,6.5,11013
tt0211465,Knockaround Guys,Crime,15000000.0,12000000.0,2001-09-07,6.1,25778
tt0292644,The Rules of Attraction,Comedy,4000000.0,,2002-10-11,6.6,55614
tt0283084,Tuck Everlasting,Drama,15000000.0,19158074.0,2002-10-11,6.6,26839
tt0310793,Bowling for Columbine,Documentary,4000000.0,35564473.0,2002-10-09,7.9,152362
tt0272338,Punch-Drunk Love,Comedy,25000000.0,17000000.0,2002-10-25,7.3,198123
tt0291502,Swept Away,Comedy,10000000.0,598645.0,2002-10-11,3.6,18758
tt0267248,Abandon,Drama,25000000.0,10719357.0,2002-10-14,4.8,10478
tt0227984,The 51st State,Thriller,28.0,14.0,2001-12-07,6.3,52655
tt0298130,The Ring,Horror,48000000.0,249348933.0,2002-10-18,7.1,401572
tt0298744,Auto Focus,Drama,7000000.0,2062066.0,2002-10-18,6.7,16016
tt0145937,Naqoyqatsi,Documentary,3000000.0,13308.0,2002-09-02,6.4,6544
tt0101453,Billy Bathgate,Drama,48000000.0,,1991-11-01,5.9,13551
tt0095327,火垂るの墓,Animation,3700000.0,,1988-04-16,8.5,383277
tt0107254,Jason Goes to Hell: The Final Friday,Fantasy,3000000.0,15938065.0,1993-08-13,4.1,40946
tt0076666,Saturday Night Fever,Drama,3500000.0,237113184.0,1977-12-16,6.8,94472
tt0086361,Staying Alive,Drama,22000000.0,64892670.0,1983-07-11,4.8,18771
tt0081617,Terror Train,Horror,3500000.0,,1980-10-03,5.8,15432
tt0081747,When Time Ran Out...,Action,20000000.0,3763988.0,1980-03-28,4.6,3569
tt0081764,Without Warning,Horror,150000.0,,1980-09-26,5.1,5612
tt0081777,Xanadu,Fantasy,20000000.0,22471595.0,1980-08-08,5.4,16800
tt0081974,Absence of Malice,Drama,12000000.0,40716963.0,1981-12-18,6.9,16546
tt0082005,The Amateur,Action,10000000.0,6892098.0,1981-12-11,5.8,1446
tt0082085,Blow Out,Drama,18000000.0,12000000.0,1981-07-24,7.4,75722
tt0082118,The Burning,Horror,1500000.0,,1981-05-08,6.2,24914
tt0082242,Dead & Buried,Horror,3000000.0,216166.0,1981-05-29,6.5,16614
tt0082245,Deadly Blessing,Horror,2500000.0,,1981-08-14,5.5,7891
tt0082431,Galaxy of Terror,Action,700000.0,,1981-10-01,5.0,10471
tt0082432,Gallipoli,Adventure,3000000.0,11740000.0,1981-08-13,7.4,44501
tt0082464,Goodbye Pork Pie,Adventure,300000.0,1400000.0,1981-02-05,6.8,1416
tt0082497,The Hand,Drama,6500000.0,566736.0,1981-04-24,5.5,7488
tt0082507,Heartbeeps,Comedy,10000000.0,2154696.0,1981-12-18,4.3,1834
tt0084090,Inseminoid,Foreign,2000000.0,,1981-01-23,4.0,4944
tt0082648,The Legend of the Lone Ranger,Action,18000000.0,2945600.0,1981-08-20,5.0,2781
tt0082776,Ms .45,Crime,62000.0,,1981-04-24,6.8,15049
tt0082782,My Bloody Valentine,Thriller,2200000.0,,1981-02-11,6.3,27988
tt0082801,Neighbors,Comedy,8500000.0,29916207.0,1981-12-18,5.5,9327
tt0082894,Pennies from Heaven,Drama,22000000.0,9171289.0,1981-12-11,6.5,6809
tt0082910,Piranha Part Two: The Spawning,Horror,145786.0,,1981-01-01,3.8,10862
tt0082926,Polyester,Comedy,300000.0,,1981-05-29,7.0,10069
tt0082948,Private Lessons,Romance,2800000.0,26279000.0,1981-08-21,5.1,4831
tt0288477,Ghost Ship,Horror,35000000.0,68349884.0,2002-10-25,5.6,117022
tt0322802,Jackass: The Movie,Documentary,5000000.0,64282312.0,2002-10-21,6.6,106148
tt0286261,All or Nothing,Comedy,9000000.0,,2002-05-17,7.5,12230
tt0252223,All The Queen's Men,Action,15000000.0,23000.0,2001-10-14,4.8,2782
tt0120679,Frida,Drama,12000000.0,56298474.0,2002-08-29,7.3,101400
tt0061452,Casino Royale,Adventure,12000000.0,41744718.0,1967-04-13,5.0,34840
tt0087075,The Company of Wolves,Fantasy,2000000.0,,1984-09-15,6.6,20918
tt0053804,Exodus,Action,4000000.0,21750000.0,1960-03-27,6.7,12757
tt0297181,I Spy,Action,70000000.0,33561137.0,2002-10-31,5.4,55449
tt0304669,The Santa Clause 2,Fantasy,65000000.0,172855065.0,2002-10-31,5.8,69724
tt0210382,The Weight of Water,Crime,16000000.0,109130.0,2000-09-25,5.8,10505
tt0280665,Femme Fatale,Thriller,35000000.0,16838910.0,2002-11-06,6.2,39392
tt0298203,8 Mile,Drama,41000000.0,215000000.0,2002-11-08,7.2,350793
tt0297884,Far from Heaven,Drama,13500000.0,29027914.0,2002-09-01,7.3,51564
tt0297162,Half Past Dead,Crime,13000000.0,,2002-11-15,4.6,17765
tt0295297,Harry Potter and the Chamber of Secrets,Adventure,100000000.0,876688482.0,2002-11-13,7.5,764591
tt0313196,El Crimen del Padre Amaro,Drama,1800000.0,,2002-10-01,6.7,14993
tt0308411,Interview with the Assassin,Drama,500000.0,,2002-05-09,6.5,1944
tt0312841,Jibeuro,Drama,2000000.0,,2002-04-05,7.7,6290
tt0280870,Liberty Stands Still,Thriller,11000000.0,,2002-01-18,5.7,8378
tt0263734,Men with Brooms,Comedy,7500000.0,4245870.0,2002-09-20,5.9,4910
tt0102782,Return to the Blue Lagoon,Adventure,11000000.0,2807854.0,1991-08-02,5.2,23244
tt0082951,The Prowler,Thriller,1000000.0,,1981-11-06,5.9,14402
tt0083000,Roadgames,Thriller,1750000.0,100000.0,1981-06-26,6.6,10887
tt0081455,Scanners,Horror,4100000.0,14225876.0,1981-01-14,6.7,67485
tt0083113,Sphinx,Adventure,14000000.0,439564.0,1981-02-11,5.2,2020
tt0083193,This Is Elvis,Drama,5000000.0,2028612.0,1981-04-04,7.6,1774
tt0246460,Die Another Day,Adventure,140000000.0,431971116.0,2002-11-17,6.1,240336
tt0293815,Friday After Next,Comedy,20000000.0,33526835.0,2002-11-22,5.8,32697
tt0258068,The Quiet American,Drama,30000000.0,27674124.0,2002-11-22,7.0,31089
tt0287467,Hable con ella,Drama,9285469.0,51001550.0,2002-03-14,7.9,121631
tt0283160,Extreme Ops,Action,40000000.0,10959475.0,2002-11-27,4.4,5861
tt0307479,Solaris,Drama,47000000.0,30002758.0,2002-11-27,6.2,89101
tt0133240,Treasure Planet,Adventure,140000000.0,109578115.0,2002-11-26,7.2,147733
tt0283632,They,Horror,17000000.0,,2002-11-01,4.8,14698
tt0101356,Another You,Comedy,17000000.0,,1991-07-26,5.3,4734
tt0077713,Day of the Woman,Horror,650000.0,,1978-11-02,5.7,34180
tt0110308,The Last Seduction,Thriller,2500000.0,,1994-05-26,7.0,28599
tt0086911,Das Arche Noah Prinzip,Science Fiction,600000.0,,1984-02-24,4.9,1230
tt0084749,The Sword and the Sorcerer,Action,4000000.0,39103425.0,1982-04-01,5.5,8912
tt0058777,Zulu,Action,3500000.0,8000000.0,1964-01-22,7.7,46134
tt0289848,Analyze That,Comedy,60000000.0,55003135.0,2002-12-06,5.9,92865
tt0262396,Empire,Action,4000000.0,18591272.0,2002-12-06,5.9,8241
tt0268126,Adaptation.,Comedy,19000000.0,32801173.0,2002-12-06,7.6,213860
tt0238380,Equilibrium,Action,20000000.0,5359645.0,2002-12-06,7.3,361875
tt0083284,Escape to Victory,Action,10000000.0,27453418.0,1981-06-17,6.7,35656
tt0083542,Alone in the Dark,Horror,20000000.0,8178569.0,1982-11-12,6.0,7918
tt0083642,The Best Little Whorehouse in Texas,Comedy,35000000.0,69701637.0,1982-07-23,6.1,14515
tt0083678,The Border,Drama,22000000.0,,1982-01-29,6.4,7622
tt0083739,Class of 1984,Action,4300000.0,,1982-08-20,6.5,14745
tt0083745,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",Comedy,850000.0,840000.0,1982-11-12,7.1,5761
tt0083869,Eating Raoul,Comedy,350000.0,,1982-03-24,6.8,9924
tt0303933,Drumline,Drama,20000000.0,57588485.0,2002-12-13,6.0,37742
tt0252076,Maid in Manhattan,Comedy,55000000.0,154906693.0,2002-12-13,5.4,102238
tt0253754,Star Trek: Nemesis,Science Fiction,60000000.0,67312826.0,2002-12-13,6.4,87826
tt0257360,About Schmidt,Drama,30000000.0,105834556.0,2002-12-13,7.2,138030
tt0167261,The Lord of the Rings: The Two Towers,Adventure,79000000.0,926287400.0,2002-12-18,8.8,1951800
tt0307901,25th Hour,Crime,15000000.0,13060843.0,2002-12-16,7.6,191457
tt0168786,Antwone Fisher,Drama,12500000.0,23367586.0,2002-12-19,7.3,40662
tt0217505,Gangs of New York,Drama,100000000.0,193772504.0,2002-12-14,7.5,504674
tt0313737,Two Weeks Notice,Comedy,60000000.0,93354918.0,2002-12-19,6.2,134285
tt0282120,The Wild Thornberrys Movie,Animation,35000000.0,,2002-12-20,5.7,15823
tt0272207,Narc,Action,6500000.0,12633747.0,2002-01-14,7.1,45370
tt0106453,Body of Evidence,Drama,30000000.0,13273595.0,1993-01-15,4.6,17667
tt0075968,The Duellists,Drama,900000.0,,1977-08-31,7.4,29598
tt0050629,Legend of the Lost,Adventure,1750000.0,2200000.0,1957-12-17,6.1,4487
tt0102492,My Girl,Comedy,16500000.0,,1991-11-27,6.9,97576
tt0120042,Running Time,Crime,130000.0,1596.0,1997-12-18,6.8,1911
tt0049934,War and Peace,Drama,6000000.0,12500000.0,1956-08-21,6.7,11752
tt0050147,Attack of the Crab Monsters,Horror,70000.0,,1957-02-10,4.9,4423
tt0055894,The Day of the Triffids,Horror,750000.0,,1962-07-01,6.1,9717
tt0264464,Catch Me If You Can,Drama,52000000.0,352114312.0,2002-12-25,8.1,1232882
tt0255477,Pinocchio,Comedy,40000000.0,41323171.0,2002-12-25,4.3,8903
tt0299658,Chicago,Action,45000000.0,306776732.0,2002-12-26,7.2,256177
tt0274558,The Hours,Drama,25000000.0,41597830.0,2002-12-27,7.5,146891
tt0290210,Max,War,11000000.0,,2002-09-10,6.4,8976
tt0253474,The Pianist,Drama,35000000.0,120072577.0,2002-09-24,8.5,1009778
tt0305973,Sonny,Crime,110.0,,2002-10-26,5.6,4820
tt0119273,Heavy Metal 2000,Action,15000000.0,,2000-04-19,5.4,10211
tt0085794,The King of Comedy,Comedy,20000000.0,,1982-12-18,7.8,132623
tt0270288,Confessions of a Dangerous Mind,Comedy,30000000.0,33013805.0,2002-12-30,7.0,95506
tt0305711,Just Married,Comedy,18000000.0,101564935.0,2003-01-09,5.5,77656
tt0295289,A Guy Thing,Comedy,20000000.0,17432163.0,2003-01-17,5.6,19647
tt0317248,Cidade de Deus,Drama,3300000.0,30641770.0,2002-02-05,8.6,868933
tt0057869,Bande à part,Crime,120000.0,182857.0,1964-08-05,7.6,28870
tt0088414,The Woman in Red,Comedy,25300000.0,,1984-08-15,6.0,19371
tt0089444,Krush Groove,Drama,3000000.0,,1985-10-25,6.4,3856
tt0326769,Biker Boyz,Action,24000000.0,23510601.0,2003-01-31,4.7,14767
tt0309593,Final Destination 2,Horror,26000000.0,90426405.0,2003-01-31,6.2,217298
tt0303361,May,Drama,500000.0,150277.0,2002-01-13,6.6,44292
tt0083943,Firefox,Science Fiction,18000000.0,70687344.0,1982-06-13,5.9,31355
tt0084298,Manhattan Baby,Horror,300000.0,,1982-08-12,4.9,3706
tt0084732,Still of the Night,Thriller,10000000.0,,1982-11-19,6.0,7635
tt0084796,Time Walker,Horror,750000.0,,1982-11-01,3.8,2479
tt0084899,White Dog,Horror,8000000.0,,1982-07-07,7.0,11601
tt0251127,How to Lose a Guy in 10 Days,Comedy,50000000.0,177371441.0,2003-02-07,6.5,320472
tt0300471,Shanghai Knights,Action,50000000.0,88323487.0,2003-02-06,6.2,117496
tt0287978,Daredevil,Fantasy,78000000.0,179179718.0,2003-02-14,5.3,240709
tt0283426,The Jungle Book 2,Family,20000000.0,135680000.0,2003-02-07,5.4,19559
tt0302674,Gerry,Mystery,3500000.0,,2002-01-12,6.0,20667
tt0106701,Dennis the Menace,Family,35000000.0,117270765.0,1993-06-23,5.7,69183
tt0085121,10 to Midnight,Horror,4520000.0,7175592.0,1983-03-11,6.3,10683
tt0078872,The Black Stallion,Adventure,2700000.0,37799643.0,1979-10-17,7.4,15296
tt0061523,A Countess from Hong Kong,Comedy,3500000.0,2000000.0,1967-01-05,6.0,7725
tt0059573,A Patch of Blue,Drama,800000.0,6792000.0,1965-12-10,8.0,10253
tt0093771,A Prayer for the Dying,Crime,6000000.0,1432687.0,1987-09-11,6.3,6360
tt0043961,The Red Badge of Courage,Action,1640000.0,,1951-03-16,7.1,5322
tt0074851,The Man Who Fell to Earth,Drama,1500000.0,,1976-03-18,6.6,31157
tt0279331,Dark Blue,Action,15000000.0,9237470.0,2002-12-14,6.6,25603
tt0279111,Gods and Generals,Drama,56000000.0,12923936.0,2003-02-21,6.2,18131
tt0289992,The Life of David Gale,Drama,50000000.0,38955598.0,2003-02-21,7.5,132193
tt0302886,Old School,Comedy,24000000.0,87055349.0,2003-02-21,7.0,256917
tt0306685,Cradle 2 the Grave,Action,25000000.0,56489558.0,2003-02-28,5.8,48775
tt0091374,Lady Jane,Drama,8500000.0,,1986-02-07,7.1,7509
tt0107563,The Meteor Man,Fantasy,30.0,,1993-08-06,5.2,9451
tt0305669,Bringing Down the House,Comedy,20000000.0,132675402.0,2003-03-07,5.6,41190
tt0314353,Tears of the Sun,Action,70000000.0,85632458.0,2003-03-07,6.6,137394
tt0286499,Bend It Like Beckham,Comedy,3500159.0,76578641.0,2002-04-11,6.7,122786
tt0269347,The Hunted,Drama,55000000.0,34234008.0,2003-03-11,6.1,54865
tt0310357,Willard,Horror,22000000.0,,2003-03-14,6.1,21373
tt0283003,Spun,Comedy,2000000.0,,2002-06-01,6.7,42822
tt0055047,King of Kings,Drama,5037000.0,14483352.0,1961-10-11,7.0,10039
tt0073858,Die verlorene Ehre der Katharina Blum,Comedy,1000000.0,,1975-10-10,7.3,5304
tt0067893,Two-Lane Blacktop,Drama,850000.0,,1971-07-07,7.2,14415
tt0178868,リング,Horror,1200000.0,8690429.0,1998-01-31,7.2,85716
tt0218553,リング 2,Horror,6000000.0,18686644.0,1999-01-23,5.8,15924
tt0065054,Sweet Charity,Comedy,8000000.0,20000000.0,1969-01-01,6.9,7687
tt0066579,Women in Love,Drama,1250000.0,,1969-09-01,7.1,9809
tt0322824,Japón,Drama,250050.0,,2002-01-01,6.8,4194
tt0285462,Boat Trip,Comedy,20000000.0,8586376.0,2002-10-01,4.9,33446
tt0285531,Dreamcatcher,Drama,68000000.0,75715436.0,2003-03-21,5.6,101117
tt0060164,The Bible: In the Beginning...,Drama,18000000.0,,1966-09-28,6.2,6925
tt0046247,The Robe,Drama,4100000.0,36000000.0,1953-09-16,6.7,12943
tt0105824,Wind,Action,29000000.0,5519569.0,1992-09-11,6.5,3310
tt0264395,Basic,Action,50000000.0,42792561.0,2003-04-18,6.4,69627
tt0298814,The Core,Action,60000000.0,74208267.0,2003-03-28,5.5,115397
tt0316188,Raising Victor Vargas,Drama,800000.0,2816116.0,2002-05-16,7.2,5945
tt0266465,A Man Apart,Action,36000000.0,44350926.0,2003-04-04,6.0,51153
tt0183649,Phone Booth,Thriller,13000000.0,97837138.0,2002-09-09,7.1,301454
tt0304328,Levity,Crime,7500000.0,209151.0,2003-03-16,6.3,6975
tt0305224,Anger Management,Comedy,75000000.0,195745823.0,2003-04-11,6.3,241710
tt0297144,Ghosts of the Abyss,Documentary,13000000.0,17040871.0,2003-04-10,6.8,6781
tt0251736,House of 1000 Corpses,Horror,7000000.0,16829545.0,2003-04-11,6.0,99955
tt0245803,Bulletproof Monk,Action,52000000.0,,2003-03-28,5.5,53917
tt0310281,A Mighty Wind,Comedy,6000000.0,18750246.0,2003-04-16,7.2,32000
tt0311289,Holes,Adventure,20000000.0,,2003-04-18,7.0,109435
tt0301727,Le peuple migrateur,Documentary,35866397.0,20217080.0,2001-12-12,7.9,12685
tt0067800,Straw Dogs,Crime,2200000.0,3251794.0,1971-12-29,7.4,68178
tt0066769,The Andromeda Strain,Science Fiction,6500000.0,12376563.0,1971-03-12,7.2,44013
tt0250371,The Other Side of Heaven,Action,7000000.0,4720371.0,2001-04-12,6.3,5044
tt0078504,The Wiz,Adventure,24000000.0,21049053.0,1978-10-24,5.7,19458
tt0102411,The Marrying Man,Action,26000000.0,12454768.0,1991-04-05,5.7,6680
tt0102849,Scenes from a Mall,Comedy,3000000.0,9563393.0,1991-02-22,5.4,5480
tt0309698,Identity,Mystery,30000000.0,90259536.0,2003-04-25,7.3,291962
tt0332605,Dom durakov,Drama,2500000.0,57862.0,2002-12-06,7.0,2971
tt0274711,People I Know,Drama,20000000.0,,2002-11-21,5.4,12275
tt0306841,The Lizzie McGuire Movie,Family,17000000.0,55534455.0,2003-04-25,5.6,44771
tt0290334,X2,Adventure,110000000.0,407711549.0,2003-04-24,7.4,610859
tt0290145,Blue Car,Drama,1000000.0,464000.0,2002-01-11,6.6,3828
tt0317303,Daddy Day Care,Comedy,60000000.0,164433867.0,2003-05-03,5.7,79196
tt0049314,High Society,Comedy,2000000.0,,1956-07-17,6.9,19112
tt0234215,The Matrix Reloaded,Adventure,150000000.0,738599701.0,2003-05-15,7.2,669238
tt0293113,Dracula: Pages from a Virgin's Diary,Horror,1596010.0,,2002-02-28,6.8,2352
tt0309530,Down with Love,Action,35000000.0,20298207.0,2003-05-08,6.3,47081
tt0283900,L'Auberge espagnole,Drama,5300000.0,3897799.0,2002-05-17,7.3,44038
tt0315327,Bruce Almighty,Fantasy,80000000.0,484572835.0,2003-05-23,6.8,469075
tt0266543,Finding Nemo,Animation,94000000.0,940335536.0,2003-05-30,8.2,1204659
tt0317740,The Italian Job,Action,60000000.0,176070171.0,2003-05-30,7.0,406633
tt0295700,Wrong Turn,Horror,12600000.0,28650575.0,2003-05-30,6.1,145646
tt0322259,2 Fast 2 Furious,Action,76000000.0,236350661.0,2003-06-05,6.0,323402
tt0298228,Whale Rider,Drama,8000000.0,41400000.0,2003-01-30,7.5,45574
tt0069895,The Crazies,Action,275000.0,,1973-03-16,6.1,16160
tt0056983,Dementia 13,Horror,30000.0,,1963-09-25,5.7,10123
tt0100827,Due occhi diabolici,Horror,9000000.0,,1990-01-25,6.1,9089
tt0102603,Oscar,Action,35000000.0,23562716.0,1991-04-26,6.5,36627
tt0101410,Barton Fink,Comedy,9000000.0,6153939.0,1991-08-01,7.6,135461
tt0064072,Battle of Britain,Action,12000000.0,,1969-09-15,7.0,26698
tt0054127,North to Alaska,Western,3500000.0,,1960-11-07,6.9,9192
tt0060177,The Blue Max,War,5000000.0,,1966-06-21,7.1,8197
tt0065547,Chisum,Western,6000000.0,,1970-07-23,6.8,11920
tt0102900,Shattered,Mystery,22000000.0,11511031.0,1991-10-11,6.5,12788
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,Comedy,19000000.0,39267515.0,2003-06-13,3.5,44459
tt0339034,From Justin to Kelly,Comedy,12000000.0,4922166.0,2003-06-20,1.9,27300
tt0329717,Hollywood Homicide,Action,75000000.0,51142659.0,2003-06-09,5.4,41403
tt0301390,The Heart of Me,Drama,7000000.0,,2002-01-01,6.5,2900
tt0318283,Alex & Emma,Comedy,30000000.0,15368897.0,2003-06-16,5.5,14510
tt0289043,28 Days Later,Horror,5000000.0,82719885.0,2002-10-31,7.5,544985
tt0305357,Charlie's Angels: Full Throttle,Action,120000000.0,259175788.0,2003-06-27,5.0,138868
tt0071141,Angst essen Seele auf,Romance,130000.0,,1974-03-05,8.0,25941
tt0106447,"Bodies, Rest & Motion",Drama,2500000.0,764083.0,1993-01-10,5.7,2634
tt0029808,You Only Live Once,Crime,575.0,,1937-01-29,7.2,8291
tt0048947,Anastasia,Drama,3520000.0,,1956-12-13,7.0,10252
tt0099587,Flight of the Intruder,Action,35000000.0,,1991-01-18,5.8,8400
tt0076059,Fun with Dick and Jane,Comedy,3000000.0,,1977-03-18,6.4,5245
tt0054198,Ποτέ την Κυριακή,Drama,151000.0,8000000.0,1960-05-24,7.3,6610
tt0093660,Nuts,Drama,25000000.0,,1987-11-20,6.7,8035
tt0045125,Scaramouche,Action,3005000.0,6746000.0,1952-05-08,7.5,6826
tt0286716,Hulk,Drama,137000000.0,245360480.0,2003-06-19,5.7,292268
tt0333780,"Legally Blonde 2: Red, White & Blonde",Comedy,45000000.0,124914842.0,2003-07-02,4.8,78885
tt0165982,Sinbad: Legend of the Seven Seas,Family,60000000.0,26288320.0,2003-07-02,6.8,64095
tt0181852,Terminator 3: Rise of the Machines,Action,200000000.0,435000000.0,2003-07-02,6.3,436575
tt0324133,Swimming Pool,Thriller,7800000.0,22441323.0,2003-05-18,6.7,51325
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,140000000.0,655011224.0,2003-07-09,8.1,1321450
tt0311429,The League of Extraordinary Gentlemen,Fantasy,78000000.0,179265204.0,2003-07-11,5.8,191800
tt0172156,Bad Boys II,Adventure,130000000.0,273339556.0,2003-07-18,6.6,287945
tt0274166,Johnny English,Adventure,40000000.0,160583018.0,2003-04-06,6.3,185148
tt0100053,Loose Cannons,Action,1500000.0,5585154.0,1990-02-09,4.9,5737
tt0325703,Lara Croft Tomb Raider: The Cradle of Life,Action,95000000.0,156505388.0,2003-07-21,5.5,151644
tt0329575,Seabiscuit,Drama,87000000.0,148336445.0,2003-07-22,7.3,80007
tt0338459,Spy Kids 3-D: Game Over,Action,38000000.0,197011982.0,2003-07-25,4.4,71215
tt0252299,Buffalo Soldiers,Drama,15000000.0,,2001-09-08,6.7,26346
tt0314170,La hija del caníbal,Adventure,2750000.0,,2003-01-17,6.1,1111
tt0319769,Los lunes al sol,Drama,4000000.0,146402.0,2002-09-27,7.5,16421
tt0101831,Eve of Destruction,Action,13000000.0,,1991-01-18,5.0,2857
tt0058265,"Kiss Me, Stupid",Comedy,3500000.0,,1964-12-22,6.9,9402
tt0055256,"One, Two, Three",Comedy,3000000.0,4000000.0,1961-12-15,7.8,24688
tt0066249,The Private Life of Sherlock Holmes,Adventure,10000000.0,1500000.0,1970-10-29,7.0,14740
tt0328828,American Wedding,Comedy,55000000.0,231449203.0,2003-08-01,6.3,228824
tt0299930,Gigli,Drama,54000000.0,7266209.0,2003-08-01,2.7,52017
tt0322330,Freaky Friday,Comedy,26000000.0,110230332.0,2003-08-03,6.4,177058
tt0257076,S.W.A.T.,Action,80000000.0,116643346.0,2003-08-08,6.1,159840
tt0329101,Freddy vs. Jason,Horror,30000000.0,114908830.0,2003-08-15,5.8,136024
tt0316356,Open Range,Western,22000000.0,68296293.0,2003-08-29,7.4,84253
tt0263757,Uptown Girls,Comedy,20000000.0,37095657.0,2003-08-15,6.3,52886
tt0313911,Agent Cody Banks,Action,28000000.0,58795814.0,2003-03-14,5.2,39257
tt0115865,Changing Habits,Romance,1200000.0,,1997-05-20,5.8,393
tt0045888,House of Wax,Crime,658000.0,23800000.0,1953-04-10,7.0,22481
tt0107504,Man's Best Friend,Horror,6000000.0,12974636.0,1993-11-19,5.3,5245
tt0086036,Of Unknown Origin,Horror,4000000.0,,1983-11-24,6.1,4291
tt0086525,Valley Girl,Comedy,350000.0,17343596.0,1983-04-08,6.4,20953
tt0062467,Wait Until Dark,Horror,4000000.0,11000000.0,1967-10-26,7.7,36427
tt0102915,Showdown in Little Tokyo,Action,8000000.0,2275557.0,1991-08-23,6.1,22369
tt0066434,THX 1138,Drama,777000.0,2437000.0,1971-03-11,6.6,57480
tt0062430,Valley of the Dolls,Music,5000000.0,50000000.0,1967-12-27,6.1,10650
tt0303313,The Business of Fancydancing,Music,200000.0,,2002-01-14,6.6,569
tt0085780,The Keep,Horror,6000000.0,3661757.0,1983-12-16,5.7,16961
tt0045546,"The Beast from 20,000 Fathoms",Adventure,210000.0,5000000.0,1953-06-13,6.6,9662
tt0100814,Tremors,Action,11000000.0,48572000.0,1990-01-19,7.2,165617
tt0040725,The Red Shoes,Drama,500000.0,,1948-07-20,8.1,43453
tt0075066,The Pink Panther Strikes Again,Comedy,6000000.0,33833201.0,1976-12-15,7.1,34406
tt0088944,Commando,Action,10000000.0,57500000.0,1985-10-03,6.7,187491
